SMILES	STRID
NC1=NON=C1C(=O)NN=C4C2=C(C=CC=C2)C5=NC3=NON=C3N=C45	EN300-260982
N[C@@H]1CCCC2=C1C=CC=C2	EN300-344801
C[C@@H](N)C2=C1C=CC=CC1=CC=C2	EN300-344828
NC2=NC1=C(C=CC(=C1)[S](=O)(=O)N)O2	EN300-41348
CCC(C)(N)C1=NC=CC=N1	EN300-1071948
NCC1=NC(=CS1)CN3C(=O)C2=C(C=CC=C2)C3=O	EN300-1071963
CC1=NOC(=N1)[C@H]2CC[C@H](N)CC2	EN300-1072063
NC2=NC1=C(C=C(C=C1)F)O2	EN300-387837
NC2=NC1=C(C(=CC=C1)F)O2	EN300-387846
C[N]1C=C(C=N1)C2=C(C=NC=C2)N	EN300-395448
CN(CCN)CCF	EN300-37402304
CC1=NC(=CC=C1)CNC(=O)C2=C(C=CC=C2)N	EN300-37403545
CC1=NSC(=C1)CCN	EN300-37403555
CCOC2=C1N=C(SC1=CC=C2)CN	EN300-37403590
CCOC1=C(C=C(C=C1)N)[S](=O)(=O)N(CC)CC	EN300-10675
CC(N)C1=CC=CO1	EN300-36383
CC1=C(C=CC(=C1)CN)SC2=C(C=C(C=C2)Cl)Cl	EN300-37402830
CC(C)(C)C1=CN=C(C=C1)CN	EN300-37403107
NCC1=C(C(=CC(=C1)I)I)I	EN300-37403561
NCC2=C1CCCC1=C(C=C2)Cl	EN300-37403118
NCCC1=CC=CC2=NC=C[N]12	EN300-37402828
NC1=NC=CC(=C1)COC2=CC(=CN=C2)Cl	EN300-37403543
NC2=CC=CN(C1CCC1)C2=O	EN300-1113295
CN1C=CC(=O)N=C1N	EN300-2995751
NC2=CC=CN(C1CCOC1)C2=O	EN300-1109063
NC1=N[N](C=N1)CC2=CC(=CN=C2)F	EN300-1108122
CC2=C1C=CC(=CC1=NC(=C2C#N)N)F	EN300-1085886
NC1=CN(C(C=C1)=O)C2CCCC2	EN300-1107636
NC1=N[N](C=C1)CCCN2CCOCC2	EN300-1110498
C[N]1N=NC(=N1)C2=CC=C(C=C2)N	EN300-3001786
NC1=N[N](C=N1)CCN2CCCC2	EN300-1108606
NC1=C[N](N=C1)C2CCNC2=O	EN300-1110375
C[N]1C=C(CN)C=N1	EN300-53446
C[C@@H](N)C(=O)N	EN300-55356
COC(C)C(=O)NC1=CC(=CC=C1)N	EN300-55975
NC1=CC=C(C=C1)C2=NN=C3CCCCCC[N]23	EN300-25631
CC1=C(C(=CC=C1)C)OC2=C(C=CC=C2)N	EN300-53645
CCN(CC)[S](=O)(=O)C1=CC(=C(C=C1)OC2=CC=C(C=C2)F)N	EN300-06470
C[N]1C=CN=C1CN2C=CC=C(N)C2=O	EN300-1109453
NCC2(CC1=CC=CC=C1)CCCCC2	EN300-140742
CC2CC[N]1C(=C(N)N=C1C2)C#N	EN300-1129420
CCC1=CN=C(N)[NH]1	EN300-123004
CC(N)CC1=C[NH]C2=C1C=CC=N2	EN300-3030405
COCC1=CSC(=N1)N	EN300-78760
C[N]1N=NC(=N1)C2=CC(=CC=C2)N	EN300-3048425
CC(C)(C)OC1=NC=C(C=C1)N	EN300-1122682
NC(=O)CCOC1=CC(=CC=C1)N	EN300-52208
CN2CCN(CCC1=CC=C(C=C1)N)CC2	EN300-51738
NC2=NC1=C(CC(CC1)(F)F)S2	EN300-3113146
NC1=CC=C(C=C1)CC[N]2N=NC(=N2)C3=CC=CC=C3	EN300-61951
CCC(N)CC1=CC=C(C=C1)F	EN300-269706
CC(N)COC1=CC(=CC=C1)F	EN300-52309
CC(C)C(=O)N1CC(F)(CN)C1	EN300-843342
CC1=NN=C(CCCN)O1	EN300-842283
COCCN[S](=O)(=O)C1=CC=C(C=C1)CN	EN300-42771
NC1=CC(=CC=C1)CN2C=CC=NC2=O	EN300-45306
N[C@@H]1CCCC[C@H]1OC(F)F	EN300-805012
N[C@@H]1CCC[C@H]1C2=CC(=CC=C2)C(F)(F)F	EN300-805022
CCCCC1=CC(=C(C=C1)C)N	EN300-813981
C[S](=O)(=O)CC(=O)NC1=C(C=C(C=C1Cl)N)Cl	EN300-814035
CN(C)C(=O)C1=CSC(=N1)N	EN300-269846
CNC(=O)[C@@H](N)[C@@H](C)OC(C)(C)C	EN300-754539
NC(=O)C1=C(C=C(C=C1)Cl)N	EN300-35832
NCC1=C[NH]C(=N1)C2=CC=CC=C2	EN300-781125
C[N]1N=C(N)C=C1C(F)F	EN300-781720
NC1=CC(=CC=C1)COC2=CC=CC=C2	EN300-781726
CC1=CC=C(S1)C(=O)NC3=NC2=C(C=C(C=C2)N)S3	EN300-42718
CC1=CC(=CC=C1)CN2C(=O)OC3=C2C=CC(=C3)N	EN300-768670
NC1=CC3=C(C=C1)N(CC2CC2)C(=O)O3	EN300-768673
NC(C(=O)N)C1=C(C=CC=C1)F	EN300-80738
C[S](=O)(=O)C1=C(C=C(C=C1)N)Cl	EN300-68422
CCCCC(CC)C1=N[NH]C(=C1)N	EN300-91641
CCCC(N)CC1=CC=CC=C1	EN300-66651
NC1=N[N](C=C1)CCC[N]2C=CN=C2	EN300-80512
CC2CC1=C(C=CC(=C1)CCN)O2	EN300-832845
NC[C@@H]1C[C@H]1C2=CC=CO2	EN300-814243
CCC(CN)CN(C)C	EN300-814288
NC1=C(C#N)C=N[N]1C2=C(C=C(C=C2)Cl)Cl	EN300-296000
CCC1=C(C=C(C=N1)F)N	EN300-814470
NC1=C(C(=CO1)C2=CC=CC=C2)C#N	EN300-1165318
CC(CC1=NN=C(N)O1)CC(C)(C)C	EN300-66315
NC1=NN=C(O1)C2=CC(=CC=C2)C(F)(F)F	EN300-68847
NCC[S](=O)C1=C(C=CC=C1)F	EN300-76558
CC1=C[NH]C(=C1C#N)N	EN300-101178
CC(C)CC1=NC(=C(C(=C1)C2=CC=CC=C2)C#N)N	EN300-794509
N[C@@H]1CCC[C@@H]1C[N]2C=CN=N2	EN300-817141
N[C@@H]1CCC[C@@H]1OC2=C[NH]N=C2	EN300-817848
CC1=C[N](C)N=C1CN	EN300-817867
CC(N)C1=NN=N[N]1C	EN300-173020
CCC1=C(C(=CC=C1)OC)N	EN300-190945
NCC1=NC(=CC=C1)C2=NC=CC=C2	EN300-818822
CC1=C(C(NC(=N1)N2CCC(N)C2)=O)C	EN300-818833
CCC1=C([NH]N=C1C)N	EN300-60070
NC2=NC1=C(C=CC=C1F)O2	EN300-1131705
CCOC1=N[N](C)C=C1N	EN300-1082781
CCC1(C)CC1N	EN300-1086760
N[C@@H]1[C@H]2CCCO[C@@H]12	EN300-1086769
CCOC1=NC(=CC=C1)N2CCC(N)CC2	EN300-1086838
COCC1(CN)CCCO1	EN300-1086845
CC(C)C[N]1C=CC(=N1)CN	EN300-1086946
CCCC1=NC(=CC=N1)N	EN300-1087038
CC1=CC(=CC(=C1)N)C2=CN=CC=C2	EN300-1141881
CC(N)(CC1=CC=CC=C1)C(F)F	EN300-1266195
NC1=CC(=CC(=C1)Cl)C2=NC=CC=C2	EN300-1142053
NC1=C(C=CC(=C1)C2=CC=CC=C2)F	EN300-1142070
CC1(CCCC1)OCCN	EN300-1266199
NC[C@@H]1C[C@H]1CC2=CC=CC=C2	EN300-1266283
CC1=NC(=NC(=C1)C)N[S](=O)(=O)C2=CC(=CC=C2)N	EN300-1266543
COC1(CN)CCSCC1	EN300-1143825
CCOC1(CN)CCOC1	EN300-1143864
C[C@@H]2CC1=C(SC(=N1)N)[C@H](C)O2	EN300-1267244
CN1[C@@H]([C@@H](N)CC1=O)C2=C([N](N=C2C)C)C	EN300-1267342
NCC1(CCOCC1)C2=NC(=CS2)C3=CC=CC=C3	EN300-200109
CC(C)C1=N[N](C(=C1)N)C	EN300-234150
CC(C)CC(C)(CN)N[S](=O)(=O)C1=CC=C(C=C1)[N](=O)=O	EN300-245304
CC(N)C[S](=O)(=O)N(C)C	EN300-262364
NC1=C(C=CC(=C1)Cl)C2=NN=N[NH]2	EN300-338553
NCC1=C(C=CC=C1)C2CCC2	EN300-633992
CC(N)C1=CC=C(C=C1)N2CCCCC2	EN300-651393
CC1=CC=C(C=C1)C[N]2C=C(N)C=N2	EN300-651405
NC1=CC(=C(C=C1)OC2=CC=CC=C2)F	EN300-651419
NC1=CC=C(C=C1)[N]2C=CC3=C2C=CC=C3	EN300-651438
CCOC1=N[N](CCCN)C=C1[N](=O)=O	EN300-651485
CC1=N[N](CC(F)(F)F)C(=C1N)C	EN300-651501
NC1=CN=C(C=C1)OCC(F)F	EN300-651529
COCCOC1=CC2=C(C=C1)N=C(N)S2	EN300-1144070
CCC(C)OC1=CC2=C(C=C1)N=C(N)S2	EN300-1144073
C[N]1N=CC(=C1N)C2=CC=CC=C2	EN300-658958
C[C@@H](N)C1=CC=C(C=C1)F	EN300-1072582
N[C@H]1CCC(=O)NC1	EN300-1073068
NC1CCC2=C(C=C(C=C12)F)F	EN300-1081941
NC2=NC1=C(N=C[N]1CCC(CO)CO)C(=O)N2	EN300-1081992
C[N]1C=C(N)C(=N1)OC2=CC(=CC=C2)Cl	EN300-1082530
CC1=C(N)C(=N[N]1C)C(F)(F)F	EN300-1082661
CC1=C(N)[NH]N=C1C2CCOCC2	EN300-1149071
CC1=C(N)[NH]N=C1C2=C[NH]N=N2	EN300-1149167
NC1=C(C(=N[NH]1)C2=NC=CC=C2)F	EN300-1149468
CC(C)C1=C(N)[NH]N=C1C2=CC=CC=C2	EN300-1147809
CC(C)C1=C([NH]N=C1C)N	EN300-1148244
CC1=N[N](C(=C1C)N)C2=CC=CC=C2	EN300-1148254
CC1=NC2=C(C=C1)SC(=N2)N	EN300-1154218
CC(C)CC1=C([NH]N=C1)N	EN300-1148396
NC1=C(C=N[NH]1)C2=NC=CC=C2	EN300-1148401
C[N]1N=CC(=C1N)C2=C(C=C(C=C2)F)F	EN300-1148443
CC1=C(N)[NH]N=C1C2=CN=NC=C2	EN300-1148564
CCC1=N[N](C(=C1)N)C2=CC=CC=C2	EN300-1148640
NC2=NC1=C(C=C(C=C1)C(F)(F)F)S2	EN300-196605
COC1=CC2=C(C=C1)SC(=N2)N	EN300-117780
C[N]1N=C(C=C1N)C(C)(C)C	EN300-13316
CC(N)C1(CCC1)C2=CC=CC=C2	EN300-1198095
NCCC1=NC=NC=C1	EN300-701171
CC2=NC1=C(C=CC(=C1)N)S2	EN300-706073
COC1=C(C(=CC=C1)F)CN	EN300-746999
CC(C)(N)CNC(=O)N	EN300-747207
NC[C@@H](O)CO	EN300-761719
CCCCO[C@H]1CC[C@H](N)CC1	EN300-781097
NCC[N]1C=CC(=N1)C2CC2	EN300-813968
C[N]1C=C(N)C(=N1)Cl	EN300-1168744
NCC1=CC=C(C=C1)C2=CC=CO2	EN300-1165048
NC1=C(C(=CC=C1)C2=C(C=CC=C2)C(F)(F)F)F	EN300-1165083
CC1(C)COCC(CN)O1	EN300-1166016
NCC1CC(=O)NC2=C1C=CC=C2	EN300-1166922
CC1=C(C2=C(C=C1)[NH]N=N2)N	EN300-1179884
NCC[N]2C=C1C=CC=CC1=N2	EN300-1180005
N[C@@H]1CCC[C@@H]1[N]2C=NN=C2	EN300-1194308
COC1=NC(=NC(=C1)C)N	EN300-114509
CC2=C1CCC(CC1=N[NH]2)N	EN300-122215
NCC1CC(C1)OCC2=CC=CC=C2	EN300-126403
CN1CCC(N)C2=C1C=CC=C2	EN300-135577
NC(C#N)C1=CC=C(C=C1)F	EN300-137207
NC1=NOC(=C1)C2CCC2	EN300-1179664
CCOC1=C(C=CC(=C1)[S](=O)(=O)C)N	EN300-1179668
CN(C)[S](=O)(=O)C1=CC(=NC=C1)N	EN300-1179726
CC(N)(CC1=CC=CC=C1)C(F)(F)F	EN300-1177715
NCC[N]1N=CC2=C1C=CC=C2	EN300-1177792
CC1=C(C=C(C=C1)N)C	EN300-19070
NC2=NC1=C(C=C(C=C1)[N+](=O)[O-])S2	EN300-20235
NC(CO)(CO)CO	EN300-21687
COC2=C1C(CC(CC1=CC=C2)C)N	EN300-1168268
CC1(C)CC(C)(N)C1	EN300-1168541
NC(C1CCCOC1)C(F)(F)F	EN300-1168551
COC1(CN)CCCCCCC1	EN300-1143795
NCCC1=C[NH]C2=C1C=CC=N2	EN300-1212496
NC1=CC(=CC=C1)C2=NC(=CS2)C3=CC=C(C=C3)Cl	EN300-1086836
N[C@@H]1COC[C@@H]1[N]2C=CC=N2	EN300-1086925
CC1=N[N](C)C(=C1N)C(F)(F)F	EN300-1086930
CCOC1=C(C=CC=C1)O[C@@H]2CCC[C@@H]2N	EN300-1266328
NC1=CC(=CC(=C1)Cl)C2=CC=NC=C2	EN300-1142060
NC[C@@H]1CC[C@@H](O1)C2=CC=CC=C2	EN300-1266435
NCC1CCCC12CCOCC2	EN300-1266444
NC(C1=CC=CC=C1)C2=CC(=CC(=C2)Cl)Cl	EN300-1266462
NC(CC1=CC=C(C=C1)F)C2=CC(=CC(=C2)Cl)Cl	EN300-1266533
CC[C@@H](N)C(=O)N(C)C	EN300-1266535
C[N]1C=CN=C1C(N)C2=CN=CC=C2	EN300-107476
COCC1=NC(=NO1)CN	EN300-1087201
CC(C)(C)N[S](=O)(=O)C1=CC=C(C=C1)N	EN300-252676
NC2CCC1CC1CC2	EN300-1091620
COC1=C(C=C(C=C1)C(C)(C)C)CN	EN300-1091633
C[N]1C=C(N)C(=N1)OC2=CC(=C(C=C2)Cl)F	EN300-1082837
NCC1=N[N](C=C1)C(F)F	EN300-1082861
CN(C)C1=CC(=C(C=C1)[N+](=O)[O-])N	EN300-1084753
CN2N=C(CN1CCCCC(N)C1=O)N(C)C2=O	EN300-1086739
CC1=CC(=CC=C1)C2=CC(=CC(=C2)C)N	EN300-1141875
CN1[C@@H]([C@@H](N)CC1=O)C2=C([N](N=C2)C)C	EN300-1267343
CN1[C@@H]([C@@H](CN)CC1=O)C2=C([N](N=C2)C)C	EN300-1267344
CCOC1=N[N](CCN)C=C1[N](=O)=O	EN300-651418
NC1=CC(=N[N]1CC2=CC=CC=C2)C3CC3	EN300-651420
NC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)Cl	EN300-651421
CCCN1CCN(CCCN)CC1	EN300-651431
CCN1CCN(CC1)C2=C(C=C(C=C2)C(F)(F)F)N	EN300-651436
CC[N]1C=C(N)C(=N1)C(=O)NCC2=C[N](N=C2)C	EN300-651442
NCCC[N]1C=C(Cl)C(=N1)[N](=O)=O	EN300-651447
CC1=NC2=C(C=C1)OC(=N2)N3CCC(N)CC3	EN300-651448
NC1=CC(=N[N]1C2=CC=C(C=C2)F)C3CC3	EN300-651451
CC(C)(C)C3CCC1=C(SC(=C1C(=O)NC2CC2)N)C3	EN300-651457
NC1=CN=C(C=C1)[N]2C=C(Cl)C=N2	EN300-651465
CC1=N[N](C(=C1)N)CC2=CC(=CC=C2)Cl	EN300-651474
CC1=NOC(=C1[S](=O)(=O)N2CCC(N)CC2)C	EN300-651484
NC1=CC(=C(C=C1)OCCN2CCCC2)F	EN300-651489
CCC[N]1C=C(N)C(=N1)C	EN300-651493
CC3CCC1=C(SC(=C1C(=O)NC2CC2)N)C3	EN300-651496
NCC1=CC=C(C=C1)[N]2C=CN=C2C3=CC=CC=C3	EN300-651500
CC[N]1C=C(C(=N1)C)C2=N[N](C=C2)C3=CC=C(C=C3)N	EN300-651509
CCC(CN)[N]1N=C(C)C(=C1Cl)Cl	EN300-651514
CC1=CC2=C(C=C1)[NH]C=C2CCN	EN300-651516
CC[N]2C=C(C[N]1C=C(Cl)C(=N1)N)C(=N2)C	EN300-651528
CC2=C1SC(=NC1=CC=C2)N	EN300-181155
CC(N)C1=C(C=CC=N1)C	EN300-316488
COC1=C(C=C(C=C1)C2=CC=NC=C2)N	EN300-1142297
CN1CCOC2=C1C(=CC=C2)N	EN300-378191
COC1=CC(=CC=C1)[N]2C=C(CN)N=N2	EN300-60528
CC(N)C1CCN(CC1)[S](=O)(=O)C2=CC=C(C=C2)[N](=O)=O	EN300-244415
NC1CCCC12CCN(C2)[S](=O)(=O)C3=CC=C(C=C3)[N](=O)=O	EN300-245422
NCC1CN(CCO1)[S](=O)(=O)C2=CC=C(C=C2)[N](=O)=O	EN300-245442
NCC(N[S](=O)(=O)C1=CC=C(C=C1)[N](=O)=O)C2CCCC2	EN300-245450
NC2=NC1=C(C=C(C=C1)C#N)S2	EN300-249991
NCCC1=C[NH]C2=C1N=CC(=C2)F	EN300-1267154
NC2=NC1=C(C=CC(=C1)C(F)(F)C(F)(F)F)[NH]2	EN300-1081317
NC2=C1C(=CC=CC1=N[NH]2)[N]3C=CC=C3	EN300-2842515
NC1=C(C=C(C(=C1)C(F)(F)F)Cl)F	EN300-1082147
NC1=CC=C(C=C1)C2=N[NH]C3=C2COCC3	EN300-1082478
COCCOC1=N[N](C)C=C1N	EN300-1082571
CC(C)C[N]1C=C(N)C(=N1)C	EN300-1082573
NCC1=NOC(=C1)C2CCCC2	EN300-1154392
C[C@H]1CC[C@@H](N)CC1	EN300-7386067
CCSC(CN)(SCC)SCC	EN300-85185
NC1=C(C(=CC=C1)Cl)C#N	EN300-24404
CC(C)OC1=NC=C(N=C1)CN	EN300-149347
CCOC2=C1C=CC=CC1=C(C=C2)N	EN300-152866
CC1=C(C=C(C=C1)C2=NN=C3CCCCC[N]23)N	EN300-29486
NC1=C(C(=CC=C1)OC(F)(F)F)F	EN300-7417063
NC1=C(C=CN=C1)[N]2C=CC=N2	EN300-71320
CC(N)CCN(C)CC1=CC(=CC=C1)Cl	EN300-73541
COC1=CC(=CC=C1)CN2C(=CC(=O)NC2=O)N	EN300-63986
NC1=C[N](N=C1)CC2CCCO2	EN300-43512
C[N]1N=C(C=C1N)C2=C[NH]N=C2	EN300-1149041
NC1=C(C=C(C=C1Cl)Br)[N+](=O)[O-]	EN300-196056
NC(=O)C1=CC(=NC=C1)N	EN300-51952
CC1=CC=C(C=C1)C2=N[N](C(=C2)N)C	EN300-1147839
NC(C1CCCC1)C2CCCC2	EN300-79072
C[N]1N=C(C=C1N)C2=CC=C(C=C2)Cl	EN300-1147613
NC1=C[N](N=C1)C2=CC(=CC=C2)C(F)(F)F	EN300-75891
NC(C1=CC=CO1)C(F)(F)F	EN300-105219
CCC1=C(C=C(C=C1)N)[N+](=O)[O-]	EN300-31301
NCCC2=C[N]1C=CC=NC1=N2	EN300-111132
COC1=C(C=C(C=C1)C2=CSC(=N2)N)C	EN300-02264
CC3=C(N[S](=O)(=O)C1=CC(=CC=C1)N)C(=O)N(C2=CC=CC=C2)N3C	EN300-02403
CC1=C(N)[NH]N=C1C2=CN=C[NH]2	EN300-1150134
CC1=CC2=C(N=C1)N=C(N)S2	EN300-1154219
CCC(CN)C1=CC=C(C=C1)Cl	EN300-111657
NCCC1=C(C=CS1)F	EN300-7656142
NC2CC1CCCCN1C2	EN300-76687
NCCC1=NC(=CS1)C2=CC=CC=C2	EN300-101134
NCC1=C[NH]C2=C1C=CC(=C2)Cl	EN300-818830
CC1=C(N)[NH]N=C1C2=CC(=CC=C2)OC(F)F	EN300-105285
NC1=C(C=N[NH]1)C2=CN=CC=C2	EN300-1148402
NC1=C(C=N[NH]1)C2=C(C=C(C=C2)F)F	EN300-1148418
COC(C)C1=NSC(=N1)N	EN300-201606
COC1=C(C=C(C(=C1)N)Cl)Cl	EN300-725079
NC1=CC(=C(C=C1)OC2=CC=CC=C2)Cl	EN300-726536
NC1=C(C(=CC=C1)C#N)F	EN300-399136
CC2=C(C=C1[NH]C=CC1=C2)N	EN300-129205
NCCC1=CC=C(C=C1)C#N	EN300-270267
NC2=C1N=C([NH]C1=NC=N2)C3=CSC=N3	EN300-1166876
NC1=C(C=CC(=C1)[S](=O)(=O)N)Cl	EN300-1166952
NC1=CC(=C(C=C1)Cl)F	EN300-39518
CC1=C(C=C(C=C1)C2=CC=C(C#N)S2)N	EN300-43149
NC2=NC=C(CC1=C(C=C(C=C1)Cl)F)S2	EN300-44079
CC1=C(C=C(C=C1)C2=CC=C(C=C2)C#N)N	EN300-50536
COC1=CC(=C(C=C1)Cl)N	EN300-55689
NC[C@H]1CCC(=O)N1	EN300-736753
COC1=C(C=CC(=C1)F)CN	EN300-736766
NCCC1=C[NH]C=N1	EN300-75558
NCC1=NC=CC(=C1)OC2=CC(=C(C=C2)F)F	EN300-97167
C[S](=O)(=O)C1=CC(=CN=C1)N	EN300-4403197
CN(C)C[C@@H](N)C1CCCCC1	EN300-4487403
NC1=NC=CC(=C1)F	EN300-56054
CC1=N[N](C)C(=C1C#N)N	EN300-106142
CC[C@@H](C)NC(=O)CCN	EN300-754663
CC1=C(C=CC(=C1)C(F)(C(F)(F)F)C(F)(F)F)N	EN300-1180021
CC2(C)CC1=C(SC(=N1)N)CO2	EN300-1180039
NC1=NC(=CS1)C2=CC=C(C=C2)OC3=CC=CC=C3	EN300-1179672
CC1=N[NH]C(=C1N)C	EN300-1179760
CC(C)[C@H](N)C(=O)N	EN300-760963
COC1=NC(=NC(=C1)N[S](=O)(=O)C2=CC=C(C=C2)N)OC	EN300-761486
CC1=N[N](C(=C1)N)C2CC3CCC2C3	EN300-126024
NC1=CN=C(C=C1)OC2=CC(=CC=C2)F	EN300-41944
NC1=C(C=C(C=C1)C2CCCCC2)Cl	EN300-8785324
C[C@H](N)C1=CSC(=N1)C	EN300-120169
NC1=CC(=CC=C1)C(F)C(F)(F)F	EN300-1165080
NCCC1=NN=C([NH]1)C2=CC=CO2	EN300-70695
NC1=CC2=C(C=C1)CCCNC2=O	EN300-794436
NC1=C(C(=C(C(=N1)N2CCCC2)C#N)C3=CC=CC=C3)C#N	EN300-794496
NC1COC2=C1C=CC=N2	EN300-805002
COC2=C1C=CSC1=C(C=C2)CN	EN300-1165843
N[C@H]1CC[C@@H](CC1)C3=NC2=C(C=CC=C2)O3	EN300-1165875
CC(N)(CC1=CC=CC=C1)C(F)(F)F	EN300-1177716
NC1=CC=C(C=C1)CC2=NN=N[NH]2	EN300-1198125
CC1(C)CCCC(N)C1	EN300-113421
NC1=CC(=CC=C1)C[N]2C=CC=C2	EN300-270371
NCC2=CC1=NON=C1C=C2	EN300-702576
NC2=C1C=CC(=CC1=CC=C2)C#N	EN300-702985
COC2=C1C=CC=CC1=CC(=C2)N	EN300-705843
NCC2=C1C=CC=CC1=C(C=C2)Cl	EN300-297924
CC1=C(C=C(C=C1)CN)F	EN300-717240
NC1CCCC12CCC2	EN300-1461647
NC2=N[N]1C=C(C=NC1=N2)Cl	EN300-1461814
COCC1=CC(=O)NC(=N1)N	EN300-1462110
CC1=C(C(=NC(=N1)N)C)C	EN300-1462188
NC1=NC2=C(C=N1)CCCC2	EN300-1462197
COC(CN)C1CCOCC1	EN300-1293555
CC(C)[S](=O)(=O)CCC(N)C(=O)N	EN300-1297924
CC1=C(N=CC(=C1)N)F	EN300-395379
CC[N]1N=CC(=C1N)C(=O)N	EN300-658660
COC1=C(C(=NC=N1)OC)N	EN300-1295908
CCC1=C(C=CC=C1)CCN	EN300-1165833
CCC(C)OC1=NC=C(C=N1)N	EN300-1295977
NC1=NC(=CN=C1)F	EN300-817944
NC(CC(F)(F)F)C(=O)N	EN300-864226
COC1=C(C=CN=C1)N	EN300-1276331
CCOC(CN)C1CCCCC1	EN300-1294225
CCOC(CN)C1CCOC1	EN300-1294271
CNC(=O)C1=CC(=C(C=C1)N)F	EN300-871484
CC1=C(C(NC(=N1)N)=O)C	EN300-1222808
NCC1CCCN1C2=CC=CC=C2	EN300-1228539
CC(C)CC(C)(C)N	EN300-1231932
NC1=CN=C(N=C1)F	EN300-1294533
COC(C)(CN)C1CCCCC1	EN300-1247987
CN[S](=O)(=O)C1=CC(=C(C=C1)F)N	EN300-1294582
COC1=C(C=CC=C1N)F	EN300-91499
NC1=CC(NC=C1)=O	EN300-96259
NC1=CC(=CC(=C1)Cl)[N+](=O)[O-]	EN300-98258
NC2=C1N=CC=C(C1=CC=C2)F	EN300-1294813
NCCC1=NOC(=C1)C2CC2	EN300-1270006
CC(C)(C)C1=CC(=NO1)CCN	EN300-1270018
NC2=N[N]1C=CC=C(C1=N2)C#N	EN300-1274722
COC1=CC=CC2=NC(=N[N]12)N	EN300-1274753
COC2=CC1=NC(=N[N]1C=C2)N	EN300-1274754
CN(C)CCOC1=NC=C(C=C1)N	EN300-1294890
C[N]1C=CC(=N1)C(C)(C)CN	EN300-1387088
CN1[C@@H]([C@@H](N)CC1=O)C2=CC=C(C=C2)Cl	EN300-1387284
CC1CN(CC[N+]1(C)C)C2=CC=C(C=C2)N	EN300-1387317
COC1=CC2=C(C=C1)C(=C[NH]2)CCN	EN300-202601
CC1=CC(=CC(=C1)N)Cl	EN300-207961
COC1=CC=C(C=C1)NC(=O)CN	EN300-1267411
CN(C)CCOC1=C(C=CC=C1)N	EN300-1294995
COC1=C(C=CC(=C1)OC(C)C)N	EN300-1294999
CC2=C([N]1CCCCC1=N2)CN	EN300-1425554
NCC(CC1=CC=CC=C1)C2CC2	EN300-1425592
COC1=NC=C(C=N1)N	EN300-215666
CC1=NC(=C(C=C1)N)F	EN300-218890
NC1=C(C=CC=C1F)C#N	EN300-245740
COC1=C(C=C(C=C1)C(F)(F)F)N	EN300-257738
NC1CCC(CC1)[S](=O)(=O)N	EN300-1270297
NC(C1=CC=CC=C1)C2=CC=CC(=O)N2	EN300-1270374
CC[C@@H](N)CN(C)C	EN300-1270455
NC1=C(C(=C(C=C1)F)C#N)F	EN300-1295174
CN(C)CC1=C(C=CC(=C1)Cl)N	EN300-1272009
CC(N)C1CSC1	EN300-1272013
CC(C)CC1=CC(=O)N=C(N)N1	EN300-1272175
COC1=C(C(=CC=C1F)F)CN	EN300-1272265
CC1=C(C(=NC=C1)F)N	EN300-1295268
CC(C)COC1=NC=C(C=N1)N	EN300-1295329
CN1CCN=C1[C@H]2CC[C@H](N)CC2	EN300-1272870
CCCOC1=C(C=CC=C1C)N	EN300-1295469
CC1(C)CCC(N)CC2=C1C=CC=C2	EN300-1448715
COC(CN)C1CCC1	EN300-306500
NC1=C(C=CC(=C1)F)C#N	EN300-316948
CC1=N[N](C(=C1)C)CC2=CC(=CC=C2)N	EN300-1268022
NCC12CC(CO1)CCC2	EN300-1268319
COC1=C(C(=CC=C1)C)CN	EN300-1273010
C[C@H](N)CC1=C(C=C(C=C1)N(C)C)C	EN300-1273175
CN(C)CC1(N)CC1	EN300-1273211
N[C@@H]1COC[C@@H]1[N]2C=CN=N2	EN300-1273248
CC(C)C(C)OC1=NC=C(C=N1)N	EN300-1295566
COCCCOC1=NC=C(C=N1)N	EN300-1295619
COC1=C(C=C(C=N1)Cl)N	EN300-365116
CC1(CCOCC1)OCCN	EN300-1268370
NCC1=C(SC=C1)[S](=O)(=O)N	EN300-1268512
CC(C)(C)[N]1C=CN=C1N	EN300-1268640
CC1=C(N=C(O1)C2=CC=CC=C2)CCN	EN300-1168653
C[S](=O)(=O)CCN1C=CC=C(N)C1=O	EN300-120401
NC1=NC(=CS1)C(=O)NC2=CC=CC=C2	EN300-114293
CC1=CC(=C(C=C1)CN)OCC2=CC=CO2	EN300-105171
CC1=CC(=C(C=C1)Cl)N	EN300-105524
CCOC1=C(C(=CC=C1N)F)C#N	EN300-1295275
COC1=CC(=CC=C1)CC(N)C2CC2	EN300-118228
CC(C)(C)C(=O)NC1=CC=C(C=C1)N	EN300-10033098
NC(C(=O)NC1=C[NH]N=C1)C2=CC=CC=C2	EN300-116690
COC1=CC(=CC(=C1)F)CN	EN300-124363
CC(N)CC1=C[NH]C2=C1C=CC(=C2)F	EN300-322007
CC2=C1N=C([NH]C1=CC=C2)CN	EN300-122599
NCC1=CC2=C(C=C1)N=CS2	EN300-651295
NC1=CN=C(C=C1)OCC2CC2	EN300-1263541
NC1=C(N=CC=C1)OCC2CC2	EN300-1263542
